from,to,gt_weight
TFAP2A,RFPL2,1
TFAP2A,NUP35,1
TFAP2A,LHX1,1
TFAP2A,CENPK,1
TFAP2A,ELL2,1
TFAP2A,CALCOCO1,1
TFAP2A,TFE3,1
TFAP2A,KLF8,1
TFAP2A,HOPX,1
TFAP2A,TCF19,1
TFAP2A,ATF6,1
TFAP2A,WNT5A,1
TFAP2A,CTSK,1
TFAP2A,CNBP,1
TFAP2A,ZNF165,1
TFAP2A,RFXANK,1
TFAP2A,FOXD3,1
TFAP2A,ABCA1,1
TFAP2A,ERCC6L,1
TFAP2A,GATA3,1
TFAP2A,CBR1,1
TFAP2A,ZKSCAN1,1
TFAP2A,PCDH10,1
TFAP2A,ALCAM,1
TFAP2A,ZEB2,1
TFAP2A,LMO3,1
TFAP2A,GABRB3,1
TFAP2A,HAPLN1,1
TFAP2A,HIST1H1B,1
TFAP2A,LRRCC1,1
TFAP2A,GSC,1
TFAP2A,ANGPT2,1
TFAP2A,PLXNA2,1
TFAP2A,CEBPZ,1
TFAP2A,NIPSNAP3A,1
TFAP2A,IGDCC4,1
TFAP2A,MLLT6,1
TFAP2A,SOX7,1
TFAP2A,TRIP11,1
TFAP2A,ITM2A,1
TFAP2A,SOX2,1
TFAP2A,CHL1,1
TFAP2A,MBIP,1
TFAP2A,BTG2,1
TFAP2A,UNC5C,1
TFAP2A,MAPK10,1
TFAP2A,LUM,1
TFAP2A,SFRP1,1
TFAP2A,SIX6,1
TFAP2A,CYP26A1,1
TFAP2A,MCM5,1
TFAP2A,GPC6,1
TFAP2A,CALB1,1
TFAP2A,COL4A6,1
TFAP2A,ZNF587,1
TFAP2A,B3GNT5,1
TFAP2A,BCL11A,1
TFAP2A,PBXIP1,1
TFAP2A,ST8SIA4,1
TFAP2A,BCL11B,1
TFAP2A,NXT2,1
TP53,REV3L,1
TP53,PRDM1,1
TP53,TRIM22,1
TP53,TP53INP1,1
TP53,E2F7,1
TP53,BTG2,1
TP53,PMAIP1,1
TP53,UTP15,1
TP53,FLRT2,1
TP53,WDHD1,1
TP53,ABLIM1,1
TP53,TMEM131,1
TP53,GTF2H2,1
TP53,KLHL12,1
TP53,SLA2,1
TP53,TMF1,1
TP53,ETV7,1
TP53,SUPT7L,1
TP53,RAD51AP1,1
TP53,TRAF6,1
TP53,ZNF764,1
TP53,POU3F1,1
TP53,TIPIN,1
TP53,THAP9,1
TP53,DEPDC1B,1
TRIM28,ZNF280B,1
TRIM28,JMJD1C,1
TRIM28,GTF2H2,1
TRIM28,C3orf14,1
TRIM28,STC1,1
TRIM28,ACOX3,1
TRIM28,TDP2,1
TRIM28,SLC35A3,1
TRIM28,BCAR3,1
TRIM28,ASNS,1
TRIM28,RBBP4,1
TRIM28,PHF21A,1
TRIM28,NFAT5,1
TRIM28,MEX3C,1
TRIM28,ABLIM1,1
TRIM28,HNRNPD,1
TRIM28,POLR3G,1
TRIM28,AMN1,1
TRIM28,ELOVL2,1
TRIM28,TADA1,1
TRIM28,KAT6A,1
TRIM28,CBR1,1
TRIM28,PAM,1
TRIM28,PRDM1,1
TRIM28,ELMO1,1
TRIM28,WDHD1,1
TRIM28,ZFPM2,1
TRIM28,PRICKLE1,1
TRIM28,TCF4,1
TRIM28,CALB1,1
TRIM28,SLC39A8,1
TRIM28,TRIM25,1
TRIM28,GCA,1
TRIM28,DACH1,1
TRIM28,KIAA1324L,1
TRIM28,ST8SIA1,1
TRIM28,DDHD2,1
TRIM28,ZNF160,1
TRIM28,SATB1,1
TRIM28,TMEM131,1
TRIM28,POLR2D,1
TRIM28,AFF1,1
TRIM28,NAP1L3,1
TRIM28,PURA,1
TRIM28,TEX10,1
TRIM28,GLRX,1
TRIM28,MCC,1
TRIM28,PLOD2,1
TRIM28,ODC1,1
TRIM28,ADAMTS3,1
TRIM28,COBLL1,1
TRIM28,SRSF10,1
TRIM28,CSRP2,1
TRIM28,SSB,1
TRIM28,MLLT3,1
TRIM28,SPP1,1
TRIM28,OXTR,1
TRIM28,MAP4K3,1
TRIM28,PER3,1
TRIM28,STIM2,1
TRIM28,PMP22,1
TRIM28,PAWR,1
TRIM28,RBPJ,1
TRIM28,TTC39B,1
TRIM28,ZNF521,1
TRIM28,PRSS35,1
TRIM28,SH3BGRL2,1
TRIM28,MXD4,1
TRIM28,RTKN2,1
TRIM28,WDR35,1
TRIM28,SEMA6D,1
TRIM28,SULF2,1
TRIM28,TGFB1I1,1
TRIM28,TEAD4,1
TRIM28,CCND1,1
TRIM28,LRAT,1
TRIM28,CCKBR,1
TRIM28,BMP4,1
ZFP42,ACOX3,1
ZFP42,TRUB1,1
ZFP42,CENPK,1
ZFP42,CCNA2,1
ZFP42,RNPS1,1
ZFP42,POLR2K,1
ZFP42,WDFY1,1
ZFP42,U2AF1,1
ZFP42,NDC80,1
ZFP42,MIA3,1
ZFP42,UTP15,1
ZFP42,KIF15,1
ZFP42,MBIP,1
ZFP42,OTUD6B,1
ZFP42,KLHL12,1
ZFP42,WDHD1,1
ZFP42,XRN1,1
ZFP42,EXO1,1
ZFP42,DYNC2LI1,1
ZFP42,PPT2,1
ZFP42,PHLDB2,1
ZFP42,PHC1,1
ZFP42,TLE1,1
ZFP42,DEPDC1B,1
ZFP42,NUP54,1
ZFP42,RNF138,1
ZFP42,FOXJ2,1
ZFP42,TTK,1
ZFP42,ZNF160,1
ZFP42,POLB,1
ZFP42,NFAT5,1
ZFP42,ZNF165,1
ZFP42,PALLD,1
ZFP42,JUND,1
TEAD4,HOMER1,1
TEAD4,EPCAM,1
TEAD4,TRIM33,1
TEAD4,POLR2A,1
EGR1,SFRP2,1
EGR1,POLR2A,1
EGR1,FUS,1
NANOG,NFE2L3,1
NANOG,TCF7L1,1
NANOG,PSMD9,1
NANOG,KLF6,1
JUND,AGL,1
JUND,GTF3C4,1
JUND,SMAD6,1
JUND,TCEA1,1
JUND,CDCA8,1
JUND,PPP1R9A,1
JUND,CEBPZ,1
JUND,POLR3E,1
JUND,SRSF6,1
JUND,EGR1,1
JUND,SFRP2,1
JUND,BMP4,1
JUND,POLR2D,1
JUND,PTGR1,1
JUND,POLR1C,1
JUND,ANKRD26,1
JUND,ASH2L,1
JUND,TRIP13,1
JUND,TTC27,1
JUND,THAP9,1
JUND,PFKFB2,1
JUND,CCDC81,1
JUND,ISCA1,1
JUND,MBOAT1,1
JUND,NEDD4,1
JUND,AIP,1
JUND,RIOK1,1
JUND,SKA3,1
JUND,DSCC1,1
JUND,EZH2,1
JUND,RPE,1
JUND,TCF7L1,1
JUND,XRCC6,1
JUND,NT5DC3,1
JUND,TTC39B,1
JUND,EPHA4,1
JUND,GRHL2,1
JUND,WLS,1
JUND,SRSF10,1
JUND,HSD17B11,1
JUND,INSIG2,1
JUND,PRDM1,1
JUND,EGF,1
JUND,ALG6,1
JUND,CCNE2,1
JUND,IRF1,1
JUND,LRAT,1
JUND,PDCD4,1
JUND,TNFRSF11B,1
JUND,MAN1A1,1
JUND,CRX,1
JUND,RHOBTB3,1
JUND,ATP2B4,1
JUND,TADA1,1
MXI1,PHLDA1,1
MXI1,COL4A1,1
MXI1,CDCA2,1
MXI1,HDGF,1
MXI1,DPYSL3,1
MXI1,TEX10,1
MXI1,MYBL2,1
MXI1,TIPARP,1
MXI1,SRC,1
MXI1,CEP55,1
MXI1,POLR2D,1
MXI1,ITPR2,1
MXI1,POLR2H,1
MXI1,TRAF6,1
MXI1,CAMK2D,1
MXI1,ANKRD26,1
MXI1,WDFY1,1
MXI1,KLF7,1
MXI1,CPVL,1
MXI1,NFATC3,1
MXI1,EXO1,1
MXI1,MYOCD,1
MXI1,SEMA6D,1
MXI1,SEMA6A,1
MXI1,DDHD2,1
MXI1,EOMES,1
MXI1,AFF4,1
MXI1,TFAP2A,1
MXI1,RBMX,1
MXI1,ANXA3,1
MXI1,BAMBI,1
MXI1,PHF21A,1
MXI1,STK38L,1
MXI1,TMSB15B,1
MXI1,BRWD1,1
MXI1,DYNC1I1,1
MXI1,NRP2,1
MXI1,E2F4,1
MXI1,CER1,1
MXI1,ZNF764,1
MXI1,MCM5,1
MXI1,ZNF239,1
MXI1,ARHGAP42,1
MXI1,PARP1,1
MXI1,GPSM2,1
MXI1,DNA2,1
MXI1,MLLT3,1
MXI1,TRIP13,1
MXI1,SEMA3A,1
MXI1,VHL,1
MXI1,WLS,1
MXI1,INSIG2,1
MXI1,KLHL24,1
MXI1,TLE3,1
MXI1,RRN3,1
MXI1,ZNF398,1
MXI1,TSPAN12,1
MXI1,KIAA1324L,1
MXI1,CNKSR3,1
MXI1,NDC80,1
MXI1,RAD51,1
MXI1,SOX4,1
MXI1,CEBPZ,1
MXI1,EGR1,1
MXI1,MDM4,1
MXI1,MAN1A1,1
MXI1,MAML3,1
MXI1,NONO,1
MXI1,STAT2,1
MXI1,SNX18,1
MXI1,TEAD4,1
MXI1,RHOBTB3,1
MXI1,ZKSCAN1,1
MXI1,XRN1,1
MXI1,ETV3,1
MXI1,GPC6,1
BCL11A,PAM,1
BCL11A,KLF6,1
BCL11A,TJP2,1
BCL11A,NUP54,1
BCL11A,TCF7L1,1
BCL11A,USP44,1
BCL11A,LIN28A,1
BCL11A,SNX16,1
BCL11A,HIST1H1B,1
BCL11A,SFRP2,1
BCL11A,PSMD9,1
BCL11A,CER1,1
BCL11A,KAT6A,1
